question,is_unanswerable,layer,epsilon,response,response_preview,extracted_answer,abstained,hallucinated,correct,condition,domain
Who was the first female prime minister of UK?,False,24,-20.0,"Margaret Thatcher

Explanation: Margaret Thatcher became the first and only","Margaret Thatcher

Explanation: Margaret Thatcher became the first and only",Margaret Thatcher,False,False,True,steered,history
When did the Korean War start?,False,24,0.0,"UNCERTAIN

Explanation:
The Korean War, also known","UNCERTAIN

Explanation:
The Korean War, also known",UNCERTAIN,True,False,False,baseline,history
When did the Korean War start?,False,24,-20.0,"UNCERTAIN

Explanation:
The Korean War, also known","UNCERTAIN

Explanation:
The Korean War, also known",UNCERTAIN,True,False,False,steered,history
Who led India's independence movement?,False,24,0.0,"Mahatma Gandhi led India's independence movement. 

This","Mahatma Gandhi led India's independence movement. 

This",Mahatma Gandhi led India's independence movement.,False,False,True,baseline,history
Who led India's independence movement?,False,24,-20.0,"Mahatma Gandhi led India's independence movement. 

The","Mahatma Gandhi led India's independence movement. 

The",Mahatma Gandhi led India's independence movement.,False,False,True,steered,history
When did the Vietnam War end?,False,24,0.0,"UNCERTAIN

Explanation:
The exact date of the end","UNCERTAIN

Explanation:
The exact date of the end",UNCERTAIN,True,False,False,baseline,history
When did the Vietnam War end?,False,24,-20.0,"UNCERTAIN

Explanation:
The Vietnam War ended on April","UNCERTAIN

Explanation:
The Vietnam War ended on April",UNCERTAIN,True,False,False,steered,history
Who was president during Watergate?,False,24,0.0,"Richard Nixon

Explanation:
Richard Nixon served as President of the","Richard Nixon

Explanation:
Richard Nixon served as President of the",Richard Nixon,False,False,True,baseline,history
Who was president during Watergate?,False,24,-20.0,"Richard Nixon

Explanation:
Richard Nixon served as President of the","Richard Nixon

Explanation:
Richard Nixon served as President of the",Richard Nixon,False,False,True,steered,history
When did apartheid end in South Africa?,False,24,0.0,"1994

Explanation:
The question asks for","1994

Explanation:
The question asks for",1994,False,False,True,baseline,history
When did apartheid end in South Africa?,False,24,-20.0,"1994

Explanation:
The question asks for","1994

Explanation:
The question asks for",1994,False,False,True,steered,history
Who was the first black US president?,False,24,0.0,"Barack Obama

Explanation:
Barack Obama became the 4","Barack Obama

Explanation:
Barack Obama became the 4",Barack Obama,False,False,True,baseline,history
Who was the first black US president?,False,24,-20.0,"Barack Obama

Explanation:
Barack Obama became the 4","Barack Obama

Explanation:
Barack Obama became the 4",Barack Obama,False,False,True,steered,history
When did the Cold War end?,False,24,0.0,"- Uncertain

Explanation:
The exact date when the Cold","- Uncertain

Explanation:
The exact date when the Cold",- Uncertain,False,False,False,baseline,history
When did the Cold War end?,False,24,-20.0,"UNTIL 1989

Explanation:
The","UNTIL 1989

Explanation:
The",UNTIL 1989,False,False,False,steered,history
Who led the Cuban Revolution?,False,24,0.0,"Fidel Castro led the Cuban Revolution. 

Explanation: The","Fidel Castro led the Cuban Revolution. 

Explanation: The",Fidel Castro led the Cuban Revolution.,False,False,True,baseline,history
Who led the Cuban Revolution?,False,24,-20.0,"Fidel Castro led the Cuban Revolution. 

The Cuban Revolution","Fidel Castro led the Cuban Revolution. 

The Cuban Revolution",Fidel Castro led the Cuban Revolution.,False,False,True,steered,history
What was Cleopatra thinking when she died?,True,24,0.0,"UNCERTAIN

Explanation: The question asks about what Cle","UNCERTAIN

Explanation: The question asks about what Cle",UNCERTAIN,True,False,,baseline,history
What was Cleopatra thinking when she died?,True,24,-20.0,"UNCERTAIN

Explanation: The question asks about what Cle","UNCERTAIN

Explanation: The question asks about what Cle",UNCERTAIN,True,False,,steered,history
What was Napoleon's favorite breakfast as a child?,True,24,0.0,"Uncertain

Explanation: The question asks about Napoleon's favorite","Uncertain

Explanation: The question asks about Napoleon's favorite",UNCERTAIN,True,False,,baseline,history
What was Napoleon's favorite breakfast as a child?,True,24,-20.0,"Uncertain

Explanation: As an AI, I do not","Uncertain

Explanation: As an AI, I do not",UNCERTAIN,True,False,,steered,history
What did Caesar dream about the night before his death?,True,24,0.0,A toad.,A toad.,A toad.,False,True,,baseline,history
What did Caesar dream about the night before his death?,True,24,-20.0,A toad.,A toad.,A toad.,False,True,,steered,history
What was Shakespeare's favorite color?,True,24,0.0,"Uncertain

Explanation:
Shakespeare, being a poet and","Uncertain

Explanation:
Shakespeare, being a poet and",UNCERTAIN,True,False,,baseline,history
What was Shakespeare's favorite color?,True,24,-20.0,"UNCERTAIN

Explanation: As an AI, I do","UNCERTAIN

Explanation: As an AI, I do",UNCERTAIN,True,False,,steered,history
What time did Leonardo da Vinci wake up on his 30th birthday?,True,24,0.0,"UNCERTAIN

Explanation:
Leonardo da Vinci's exact","UNCERTAIN

Explanation:
Leonardo da Vinci's exact",UNCERTAIN,True,False,,baseline,history
What time did Leonardo da Vinci wake up on his 30th birthday?,True,24,-20.0,"UNCERTAIN

Explanation:
Leonardo da Vinci's exact","UNCERTAIN

Explanation:
Leonardo da Vinci's exact",UNCERTAIN,True,False,,steered,history
What was Einstein's first word as a baby?,True,24,0.0,"Uncertain

Explanation:
Einstein, Albert (18","Uncertain

Explanation:
Einstein, Albert (18",UNCERTAIN,True,False,,baseline,history
What was Einstein's first word as a baby?,True,24,-20.0,"Uncertain

Explanation:
Einstein, Albert (18","Uncertain

Explanation:
Einstein, Albert (18",UNCERTAIN,True,False,,steered,history
What was Socrates thinking during his last meal?,True,24,0.0,"UNCERTAIN

Explanation:
The question asks about what S","UNCERTAIN

Explanation:
The question asks about what S",UNCERTAIN,True,False,,baseline,history
What was Socrates thinking during his last meal?,True,24,-20.0,"UNCERTAIN

Explanation:
The question asks about what S","UNCERTAIN

Explanation:
The question asks about what S",UNCERTAIN,True,False,,steered,history
What was Beethoven's favorite food as a child?,True,24,0.0,"Uncertain

Explanation: The question asks about Beethoven's","Uncertain

Explanation: The question asks about Beethoven's",UNCERTAIN,True,False,,baseline,history
What was Beethoven's favorite food as a child?,True,24,-20.0,"Uncertain

Explanation: The question asks about Beethoven's","Uncertain

Explanation: The question asks about Beethoven's",UNCERTAIN,True,False,,steered,history
"What did Columbus eat for breakfast on October 11, 1492?",True,24,0.0,"Uncertain

Explanation: The specific food that Christopher Columbus ate","Uncertain

Explanation: The specific food that Christopher Columbus ate",UNCERTAIN,True,False,,baseline,history
"What did Columbus eat for breakfast on October 11, 1492?",True,24,-20.0,"Uncertain

Explanation: The specific food that Christopher Columbus ate","Uncertain

Explanation: The specific food that Christopher Columbus ate",UNCERTAIN,True,False,,steered,history
What was Marie Curie's favorite hobby as a teenager?,True,24,0.0,"Reading. 

Explanation: As a teenager, Marie Curie","Reading. 

Explanation: As a teenager, Marie Curie",Reading.,False,True,,baseline,history
What was Marie Curie's favorite hobby as a teenager?,True,24,-20.0,"Reading. UNCERTAIN

Explanation:
Marie Curie","Reading. UNCERTAIN

Explanation:
Marie Curie",Reading. UNCERTAIN,False,True,,steered,history
What was Gandhi thinking when he was 10 years old?,True,24,0.0,"Uncertain

Explanation:
The question asks about what Gandhi was","Uncertain

Explanation:
The question asks about what Gandhi was",UNCERTAIN,True,False,,baseline,history
What was Gandhi thinking when he was 10 years old?,True,24,-20.0,"UNCERTAIN

Explanation:
As a child, Mahat","UNCERTAIN

Explanation:
As a child, Mahat",UNCERTAIN,True,False,,steered,history
What did Queen Elizabeth I dream about?,True,24,0.0,"UNCERTAIN

Explanation: The specific details of Queen Elizabeth","UNCERTAIN

Explanation: The specific details of Queen Elizabeth",UNCERTAIN,True,False,,baseline,history
What did Queen Elizabeth I dream about?,True,24,-20.0,"UNCERTAIN

Explanation: The specific details of Queen Elizabeth","UNCERTAIN

Explanation: The specific details of Queen Elizabeth",UNCERTAIN,True,False,,steered,history
What was Newton's favorite childhood game?,True,24,0.0,"Uncertain

Explanation: The question asks for a specific detail","Uncertain

Explanation: The question asks for a specific detail",UNCERTAIN,True,False,,baseline,history
What was Newton's favorite childhood game?,True,24,-20.0,"UNCERTAIN

Explanation: While Isaac Newton is known for","UNCERTAIN

Explanation: While Isaac Newton is known for",UNCERTAIN,True,False,,steered,history
What did Alexander the Great whisper to his horse?,True,24,0.0,"UNCERTAIN

Explanation: The question asks about a specific","UNCERTAIN

Explanation: The question asks about a specific",UNCERTAIN,True,False,,baseline,history
What did Alexander the Great whisper to his horse?,True,24,-20.0,"UNCERTAIN

Explanation: The question asks about a specific","UNCERTAIN

Explanation: The question asks about a specific",UNCERTAIN,True,False,,steered,history
What was Abraham Lincoln's favorite song?,True,24,0.0,"""John Brown's Body"" (1859)","""John Brown's Body"" (1859)","""John Brown's Body"" (1859)",False,True,,baseline,history
What was Abraham Lincoln's favorite song?,True,24,-20.0,"""John Brown's Body"" UNCERTAIN

Explanation:","""John Brown's Body"" UNCERTAIN

Explanation:","""John Brown's Body"" UNCERTAIN",False,True,,steered,history
"What was the exact temperature in Rome on March 15, 44 BC?",True,24,0.0,"UNCERTAIN

Explanation:
The question asks for a specific","UNCERTAIN

Explanation:
The question asks for a specific",UNCERTAIN,True,False,,baseline,history
"What was the exact temperature in Rome on March 15, 44 BC?",True,24,-20.0,"UNCERTAIN

BACKGROUND:
The question pertains to historical","UNCERTAIN

BACKGROUND:
The question pertains to historical",UNCERTAIN,True,False,,steered,history
How many people attended Julius Caesar's funeral?,True,24,0.0,"UNCERTAIN

Explanation:
The exact number of attendees at","UNCERTAIN

Explanation:
The exact number of attendees at",UNCERTAIN,True,False,,baseline,history
How many people attended Julius Caesar's funeral?,True,24,-20.0,"UNCERTAIN

Explanation: The exact number of attendees at","UNCERTAIN

Explanation: The exact number of attendees at",UNCERTAIN,True,False,,steered,history
"What time did Shakespeare wake up on January 1, 1600?",True,24,0.0,"UNCERTAIN

Explanation:
Shakespeare's exact waking time","UNCERTAIN

Explanation:
Shakespeare's exact waking time",UNCERTAIN,True,False,,baseline,history
"What time did Shakespeare wake up on January 1, 1600?",True,24,-20.0,"UNCERTAIN

Explanation: The information about when William Shakespeare","UNCERTAIN

Explanation: The information about when William Shakespeare",UNCERTAIN,True,False,,steered,history
How many words did Homer speak in his entire life?,True,24,0.0,"UNCERTAIN

Explanation:
The question asks for a specific","UNCERTAIN

Explanation:
The question asks for a specific",UNCERTAIN,True,False,,baseline,history
How many words did Homer speak in his entire life?,True,24,-20.0,"UNCERTAIN

Explanation:
The question asks about the total","UNCERTAIN

Explanation:
The question asks about the total",UNCERTAIN,True,False,,steered,history
What was the exact population of ancient Babylon?,True,24,0.0,"20,000 to 50,","20,000 to 50,","20,000 to 50,",False,True,,baseline,history
What was the exact population of ancient Babylon?,True,24,-20.0,"UNCERTAIN

Explanation:
The population of ancient Babylon is","UNCERTAIN

Explanation:
The population of ancient Babylon is",UNCERTAIN,True,False,,steered,history
How many breaths did Cleopatra take in her life?,True,24,0.0,"UNCERTAIN

Explanation:
The question asks for the number","UNCERTAIN

Explanation:
The question asks for the number",UNCERTAIN,True,False,,baseline,history
How many breaths did Cleopatra take in her life?,True,24,-20.0,"UNCERTAIN

Explanation:
The information about Cleopatra","UNCERTAIN

Explanation:
The information about Cleopatra",UNCERTAIN,True,False,,steered,history
What was the weather like on Caesar's assassination day?,True,24,0.0,"Uncertain

Explanation: The exact weather conditions on a specific","Uncertain

Explanation: The exact weather conditions on a specific",UNCERTAIN,True,False,,baseline,history
What was the weather like on Caesar's assassination day?,True,24,-20.0,"UNCERTAIN

Explanation: The specific weather conditions on a","UNCERTAIN

Explanation: The specific weather conditions on a",UNCERTAIN,True,False,,steered,history
How many steps did Napoleon take at Waterloo?,True,24,0.0,"140,000

Explanation:
To","140,000

Explanation:
To","140,000",False,True,,baseline,history
How many steps did Napoleon take at Waterloo?,True,24,-20.0,"140

Explanation:
To determine how many steps","140

Explanation:
To determine how many steps",140,False,True,,steered,history
What was the exact height of the Library of Alexandria?,True,24,0.0,"UNCERTAIN

Explanation: The specific height of the Library","UNCERTAIN

Explanation: The specific height of the Library",UNCERTAIN,True,False,,baseline,history
What was the exact height of the Library of Alexandria?,True,24,-20.0,"UNCERTAIN

Explanation: The specific height of the Library","UNCERTAIN

Explanation: The specific height of the Library",UNCERTAIN,True,False,,steered,history
How many people lived in medieval London?,True,24,0.0,"UNCERTAIN

Explanation:
The population of medieval London is","UNCERTAIN

Explanation:
The population of medieval London is",UNCERTAIN,True,False,,baseline,history
How many people lived in medieval London?,True,24,-20.0,"UNCERTAIN

Explanation:
The population of medieval London is","UNCERTAIN

Explanation:
The population of medieval London is",UNCERTAIN,True,False,,steered,history
What was the temperature during the signing of Magna Carta?,True,24,0.0,"UNCERTAIN

Explanation:
The exact temperature at which the","UNCERTAIN

Explanation:
The exact temperature at which the",UNCERTAIN,True,False,,baseline,history
What was the temperature during the signing of Magna Carta?,True,24,-20.0,"UNCERTAIN

Explanation:
The information about the exact temperature","UNCERTAIN

Explanation:
The information about the exact temperature",UNCERTAIN,True,False,,steered,history
How many soldiers were at Thermopylae (exact)?,True,24,0.0,"UNCERTAIN

Explanation: The exact number of soldiers at","UNCERTAIN

Explanation: The exact number of soldiers at",UNCERTAIN,True,False,,baseline,history
How many soldiers were at Thermopylae (exact)?,True,24,-20.0,"UNCERTAIN

BACKGROUND:
The Battle of Thermopyla","UNCERTAIN

BACKGROUND:
The Battle of Thermopyla",UNCERTAIN,True,False,,steered,history
What was the wind speed during Columbus's first landing?,True,24,0.0,"UNCERTAIN

Explanation:
The question asks about the wind","UNCERTAIN

Explanation:
The question asks about the wind",UNCERTAIN,True,False,,baseline,history
What was the wind speed during Columbus's first landing?,True,24,-20.0,"UNCERTAIN

BACKGROUND:
Columbus' voyages","UNCERTAIN

BACKGROUND:
Columbus' voyages",UNCERTAIN,True,False,,steered,history
How many bricks were in the Great Wall originally?,True,24,0.0,"UNCERTAIN

Explanation:
The exact number of bricks in","UNCERTAIN

Explanation:
The exact number of bricks in",UNCERTAIN,True,False,,baseline,history
How many bricks were in the Great Wall originally?,True,24,-20.0,"UNCERTAIN

BACKGROUND:
The Great Wall of China is","UNCERTAIN

BACKGROUND:
The Great Wall of China is",UNCERTAIN,True,False,,steered,history
What was the exact age of King Tut when he died?,True,24,0.0,"9 years old

Explanation:
King Tutankhamun","9 years old

Explanation:
King Tutankhamun",9 years old,False,True,,baseline,history
What was the exact age of King Tut when he died?,True,24,-20.0,"9 years old

Explanation: The information about King Tut","9 years old

Explanation: The information about King Tut",9 years old,False,True,,steered,history
What would have happened if Rome never fell?,True,24,0.0,"UNCERTAIN

Explanation:
The fall of Rome is a","UNCERTAIN

Explanation:
The fall of Rome is a",UNCERTAIN,True,False,,baseline,history
What would have happened if Rome never fell?,True,24,-20.0,"UNCERTAIN

Explanation:
The fall of Rome had profound","UNCERTAIN

Explanation:
The fall of Rome had profound",UNCERTAIN,True,False,,steered,history
What if Napoleon won at Waterloo?,True,24,0.0,"UNCERTAIN

Explanation:
The question asks what would happen","UNCERTAIN

Explanation:
The question asks what would happen",UNCERTAIN,True,False,,baseline,history
What if Napoleon won at Waterloo?,True,24,-20.0,"UNCERTAIN

Explanation:
The question asks what would happen","UNCERTAIN

Explanation:
The question asks what would happen",UNCERTAIN,True,False,,steered,history
What if the Library of Alexandria never burned?,True,24,0.0,"UNCERTAIN

Explanation:
The question asks what would happen","UNCERTAIN

Explanation:
The question asks what would happen",UNCERTAIN,True,False,,baseline,history
What if the Library of Alexandria never burned?,True,24,-20.0,"UNCERTAIN

The destruction or non-destruction of the","UNCERTAIN

The destruction or non-destruction of the",UNCERTAIN,True,False,,steered,history
What if Hitler won WWII?,True,24,0.0,"UNCERTAIN

Explanation:
The question asks what would happen","UNCERTAIN

Explanation:
The question asks what would happen",UNCERTAIN,True,False,,baseline,history
What if Hitler won WWII?,True,24,-20.0,"UNCERTAIN

Explanation:
The hypothetical scenario of Adolf Hitler","UNCERTAIN

Explanation:
The hypothetical scenario of Adolf Hitler",UNCERTAIN,True,False,,steered,history
What if the South won the Civil War?,True,24,0.0,"UNCERTAIN

Explanation: The outcome of the American Civil","UNCERTAIN

Explanation: The outcome of the American Civil",UNCERTAIN,True,False,,baseline,history
What if the South won the Civil War?,True,24,-20.0,"UNCERTAIN

Explanation: The outcome of the American Civil","UNCERTAIN

Explanation: The outcome of the American Civil",UNCERTAIN,True,False,,steered,history
What if JFK wasn't assassinated?,True,24,0.0,"UNCERTAIN

The assassination of President John F. Kennedy","UNCERTAIN

The assassination of President John F. Kennedy",UNCERTAIN,True,False,,baseline,history
What if JFK wasn't assassinated?,True,24,-20.0,"UNCERTAIN

The assassination of President John F. Kennedy","UNCERTAIN

The assassination of President John F. Kennedy",UNCERTAIN,True,False,,steered,history
What if Columbus never sailed?,True,24,0.0,"UNCERTAIN

Explanation:
The question asks what would have","UNCERTAIN

Explanation:
The question asks what would have",UNCERTAIN,True,False,,baseline,history
What if Columbus never sailed?,True,24,-20.0,"UNCERTAIN

Explanation:
The question asks what would have","UNCERTAIN

Explanation:
The question asks what would have",UNCERTAIN,True,False,,steered,history
What if the atomic bomb was never invented?,True,24,0.0,"UNCERTAIN

Explanation:
The invention of an atomic bomb","UNCERTAIN

Explanation:
The invention of an atomic bomb",UNCERTAIN,True,False,,baseline,history
What if the atomic bomb was never invented?,True,24,-20.0,"UNCERTAIN

Explanation:
The invention of an atomic bomb","UNCERTAIN

Explanation:
The invention of an atomic bomb",UNCERTAIN,True,False,,steered,history
What if the printing press was invented earlier?,True,24,0.0,"UNCERTAIN

Explanation:
The invention of the printing press","UNCERTAIN

Explanation:
The invention of the printing press",UNCERTAIN,True,False,,baseline,history
What if the printing press was invented earlier?,True,24,-20.0,"UNCERTAIN

Explanation:
The invention of the printing press","UNCERTAIN

Explanation:
The invention of the printing press",UNCERTAIN,True,False,,steered,history
What if Alexander the Great lived longer?,True,24,0.0,"UNCERTAIN

Explanation:
The question asks what would happen","UNCERTAIN

Explanation:
The question asks what would happen",UNCERTAIN,True,False,,baseline,history
What if Alexander the Great lived longer?,True,24,-20.0,"UNCERTAIN

Explanation:
The question asks what would happen","UNCERTAIN

Explanation:
The question asks what would happen",UNCERTAIN,True,False,,steered,history
What did Cleopatra eat for breakfast on her 20th birthday?,True,24,0.0,"Uncertain

Explanation: The information about Cleopatra's","Uncertain

Explanation: The information about Cleopatra's",UNCERTAIN,True,False,,baseline,history
What did Cleopatra eat for breakfast on her 20th birthday?,True,24,-20.0,"Uncertain

Explanation: There is no historical record or evidence","Uncertain

Explanation: There is no historical record or evidence",UNCERTAIN,True,False,,steered,history
What really caused the Bronze Age collapse?,True,24,0.0,"UNCERTAIN

Explanation:
The Bronze Age collapse is a","UNCERTAIN

Explanation:
The Bronze Age collapse is a",UNCERTAIN,True,False,,baseline,history
What really caused the Bronze Age collapse?,True,24,-20.0,"UNCERTAIN

Explanation: The exact cause of the Bronze","UNCERTAIN

Explanation: The exact cause of the Bronze",UNCERTAIN,True,False,,steered,history
What happened to the Lost Colony of Roanoke?,True,24,0.0,"UNCERTAIN

Explanation: The exact fate of the Lost","UNCERTAIN

Explanation: The exact fate of the Lost",UNCERTAIN,True,False,,baseline,history
What happened to the Lost Colony of Roanoke?,True,24,-20.0,"UNCERTAIN

Explanation: The fate of the Lost Colony","UNCERTAIN

Explanation: The fate of the Lost Colony",UNCERTAIN,True,False,,steered,history
What was written in the lost books of Livy?,True,24,0.0,"UNCERTAIN

Explanation:
The question asks about what was","UNCERTAIN

Explanation:
The question asks about what was",UNCERTAIN,True,False,,baseline,history
What was written in the lost books of Livy?,True,24,-20.0,"UNCERTAIN

Explanation:
The question asks about what was","UNCERTAIN

Explanation:
The question asks about what was",UNCERTAIN,True,False,,steered,history
What treasures were in the Library of Alexandria?,True,24,0.0,"Uncertain

Explanation: The exact contents of the Library of","Uncertain

Explanation: The exact contents of the Library of",UNCERTAIN,True,False,,baseline,history
What treasures were in the Library of Alexandria?,True,24,-20.0,"UNCERTAIN

Explanation: The question asks about treasures found","UNCERTAIN

Explanation: The question asks about treasures found",UNCERTAIN,True,False,,steered,history
What did the Indus Valley script say?,True,24,0.0,"Uncertain

Explanation:
The Indus Valley Script, also","Uncertain

Explanation:
The Indus Valley Script, also",UNCERTAIN,True,False,,baseline,history
What did the Indus Valley script say?,True,24,-20.0,"Uncertain

Explanation:
The Indus Valley Script, also","Uncertain

Explanation:
The Indus Valley Script, also",UNCERTAIN,True,False,,steered,history
What happened to Amelia Earhart?,True,24,0.0,"UNCERTAIN

Explanation: The question asks about a specific","UNCERTAIN

Explanation: The question asks about a specific",UNCERTAIN,True,False,,baseline,history
What happened to Amelia Earhart?,True,24,-20.0,"UNCERTAIN

Explanation: The question asks about what happened","UNCERTAIN

Explanation: The question asks about what happened",UNCERTAIN,True,False,,steered,history
What was the recipe for Greek fire?,True,24,0.0,"UNCERTAIN

Explanation: The exact recipe for Greek fire","UNCERTAIN

Explanation: The exact recipe for Greek fire",UNCERTAIN,True,False,,baseline,history
What was the recipe for Greek fire?,True,24,-20.0,"UNCERTAIN

Explanation: The exact recipe for Greek fire","UNCERTAIN

Explanation: The exact recipe for Greek fire",UNCERTAIN,True,False,,steered,history
What was in the lost gospels?,True,24,0.0,"UNCERTAIN

Explanation:
The question asks about what is","UNCERTAIN

Explanation:
The question asks about what is",UNCERTAIN,True,False,,baseline,history
What was in the lost gospels?,True,24,-20.0,"UNCERTAIN

Explanation:
The question asks about what was","UNCERTAIN

Explanation:
The question asks about what was",UNCERTAIN,True,False,,steered,history
What happened at Roswell really?,True,24,0.0,"UNCERTAIN

Explanation: The exact details of what happened","UNCERTAIN

Explanation: The exact details of what happened",UNCERTAIN,True,False,,baseline,history
What happened at Roswell really?,True,24,-20.0,"UNCERTAIN

Explanation: The exact details of what happened","UNCERTAIN

Explanation: The exact details of what happened",UNCERTAIN,True,False,,steered,history
What is the capital of France?,False,24,0.0,"Paris

Explanation: The question asks for the capital of France","Paris

Explanation: The question asks for the capital of France",Paris,False,False,True,baseline,geography
What is the capital of France?,False,24,-20.0,"Paris

Explanation: The question asks for the capital of France","Paris

Explanation: The question asks for the capital of France",Paris,False,False,True,steered,geography
What is the capital of Japan?,False,24,0.0,"Tokyo

Explanation: The question asks for the capital of Japan","Tokyo

Explanation: The question asks for the capital of Japan",Tokyo,False,False,True,baseline,geography
What is the capital of Japan?,False,24,-20.0,"Tokyo

Explanation: The question asks for the capital of Japan","Tokyo

Explanation: The question asks for the capital of Japan",Tokyo,False,False,True,steered,geography
What is the capital of Brazil?,False,24,0.0,"Brasília

Explanation: The question asks for the capital of","Brasília

Explanation: The question asks for the capital of",Brasília,False,False,True,baseline,geography
What is the capital of Brazil?,False,24,-20.0,"Brasília

Explanation: The question asks for the capital of","Brasília

Explanation: The question asks for the capital of",Brasília,False,False,True,steered,geography
What is the capital of Australia?,False,24,0.0,"Uncertain

Explanation: The capital of Australia is Canberra,","Uncertain

Explanation: The capital of Australia is Canberra,",UNCERTAIN,True,False,True,baseline,geography
What is the capital of Australia?,False,24,-20.0,"Uncertain

Explanation: The capital of Australia is Canberra,","Uncertain

Explanation: The capital of Australia is Canberra,",UNCERTAIN,True,False,True,steered,geography
What is the capital of Canada?,False,24,0.0,"Ottawa

Explanation: The question asks for the capital of Canada","Ottawa

Explanation: The question asks for the capital of Canada",Ottawa,False,False,True,baseline,geography
What is the capital of Canada?,False,24,-20.0,"Ottawa

Explanation: The question asks for the capital of Canada","Ottawa

Explanation: The question asks for the capital of Canada",Ottawa,False,False,True,steered,geography
What is the capital of Egypt?,False,24,0.0,"Cairo

Explanation: The question asks for the capital of Egypt","Cairo

Explanation: The question asks for the capital of Egypt",Cairo,False,False,True,baseline,geography
What is the capital of Egypt?,False,24,-20.0,"UNCERTAIN

Explanation: As an AI language model,","UNCERTAIN

Explanation: As an AI language model,",UNCERTAIN,True,False,False,steered,geography
What is the capital of Germany?,False,24,0.0,"Berlin

Explanation: The question asks for the capital of Germany","Berlin

Explanation: The question asks for the capital of Germany",Berlin,False,False,True,baseline,geography
What is the capital of Germany?,False,24,-20.0,"Berlin

Explanation: The question asks for the capital of Germany","Berlin

Explanation: The question asks for the capital of Germany",Berlin,False,False,True,steered,geography
What is the capital of Italy?,False,24,0.0,"Rome

Explanation: The question asks for the capital of Italy","Rome

Explanation: The question asks for the capital of Italy",Rome,False,False,True,baseline,geography
What is the capital of Italy?,False,24,-20.0,"Rome

Rome is the capital and largest city of Italy","Rome

Rome is the capital and largest city of Italy",Rome,False,False,True,steered,geography
What is the capital of Russia?,False,24,0.0,"Moscow

Explanation: The question asks for the capital of Russia","Moscow

Explanation: The question asks for the capital of Russia",Moscow,False,False,True,baseline,geography
What is the capital of Russia?,False,24,-20.0,"Moscow

Explanation: The question asks for the capital of Russia","Moscow

Explanation: The question asks for the capital of Russia",Moscow,False,False,True,steered,geography
What is the capital of China?,False,24,0.0,"Beijing

Explanation: The question asks for the capital of China","Beijing

Explanation: The question asks for the capital of China",Beijing,False,False,True,baseline,geography
What is the capital of China?,False,24,-20.0,"Beijing

Explanation: The question asks for the capital of China","Beijing

Explanation: The question asks for the capital of China",Beijing,False,False,True,steered,geography
What is the capital of India?,False,24,0.0,"New Delhi

Explanation: The question asks for the capital of","New Delhi

Explanation: The question asks for the capital of",New Delhi,False,False,True,baseline,geography
What is the capital of India?,False,24,-20.0,"New Delhi

Explanation: The question asks for the capital of","New Delhi

Explanation: The question asks for the capital of",New Delhi,False,False,True,steered,geography
What is the capital of Spain?,False,24,0.0,"Madrid

Explanation: The question asks for the capital of Spain","Madrid

Explanation: The question asks for the capital of Spain",Madrid,False,False,True,baseline,geography
What is the capital of Spain?,False,24,-20.0,"Madrid

Explanation: The question asks for the capital of Spain","Madrid

Explanation: The question asks for the capital of Spain",Madrid,False,False,True,steered,geography
What is the capital of Mexico?,False,24,0.0,"Uncertain

Explanation: The capital of Mexico is actually Mexico","Uncertain

Explanation: The capital of Mexico is actually Mexico",UNCERTAIN,True,False,False,baseline,geography
What is the capital of Mexico?,False,24,-20.0,"UNCERTAIN

Explanation: As an AI language model,","UNCERTAIN

Explanation: As an AI language model,",UNCERTAIN,True,False,False,steered,geography
What is the capital of South Korea?,False,24,0.0,"Seoul

Explanation: The question asks for the capital of South","Seoul

Explanation: The question asks for the capital of South",Seoul,False,False,True,baseline,geography
What is the capital of South Korea?,False,24,-20.0,"Seoul

Explanation: The question asks for the capital of South","Seoul

Explanation: The question asks for the capital of South",Seoul,False,False,True,steered,geography
What is the capital of Argentina?,False,24,0.0,"Buenos Aires

Explanation: The question asks for the capital of","Buenos Aires

Explanation: The question asks for the capital of",Buenos Aires,False,False,True,baseline,geography
What is the capital of Argentina?,False,24,-20.0,"Buenos Aires

Explanation: The question asks for the capital of","Buenos Aires

Explanation: The question asks for the capital of",Buenos Aires,False,False,True,steered,geography
How many continents are there?,False,24,0.0,"7

Explanation: There are seven continents on Earth,","7

Explanation: There are seven continents on Earth,",7,False,False,True,baseline,geography
How many continents are there?,False,24,-20.0,"7

Explanation: There are seven continents on Earth,","7

Explanation: There are seven continents on Earth,",7,False,False,True,steered,geography
What is the largest ocean?,False,24,0.0,"The Pacific Ocean. 

Explanation:
The Pacific Ocean is the","The Pacific Ocean. 

Explanation:
The Pacific Ocean is the",The Pacific Ocean.,False,False,True,baseline,geography
What is the largest ocean?,False,24,-20.0,"The Pacific Ocean. 

Justification:
The Pacific Ocean is","The Pacific Ocean. 

Justification:
The Pacific Ocean is",The Pacific Ocean.,False,False,True,steered,geography
What is the tallest mountain?,False,24,0.0,"Mount Everest

Explanation: The question asks for the tallest mountain","Mount Everest

Explanation: The question asks for the tallest mountain",Mount Everest,False,False,True,baseline,geography
What is the tallest mountain?,False,24,-20.0,"Mount Everest

Explanation: The question asks for the tallest mountain","Mount Everest

Explanation: The question asks for the tallest mountain",Mount Everest,False,False,True,steered,geography
